,artist_individual,streams
404,Adi L Hasla,3294744
4866,"Gotay ""El Autentiko""",3296803
7935,M24,3298761
5771,JT,3302970
11910,Sinsinati,3303884
7250,La Beriso,3304495
8935,Minh Huy,3311445
10298,Pepe Blanco,3314895
655,Ali Quli Mirza,3320834
11364,SUPER BEAVER,3321329
12472,TEMPZ72,3322132
4897,Greg Ferreira,3322496
1461,Bazart,3323057
14390,gameboy tetris,3325551
3834,El Sawareekh,3326183
12599,Tankcsapda,3327847
7759,Lou Hoang,3328374
7934,M1llionz,3329235
12592,Tanerman,3329895
9381,Narayani Gopan,3332681
8975,Mithun Jayaraj,3332681
11699,Shaan Rahman,3332681
10262,Pause,3333213
12683,Tekir,3333373
6508,KSLV Noh,3335136
14120,ZK,3343716
3876,Elia,3344586
12452,T.O.T,3348017
14562,satomoka,3349725
10052,Oxxxymiron,3351498
2593,Cyclone,3353529
6694,Kath,3353529
14033,Young Weezy,3353529
9694,Nomfundo Moh,3355303
12695,Temsa7,3361539
9963,Onlife,3362120
3128,Deesmi,3362120
8135,MUKKA,3363716
4359,Fler,3363759
8901,Mikolas Josef,3365149
4930,Grupo Bryndis,3365790
1669,Biu do Piseiro,3368027
1613,Big Lenbo,3372475
9660,No I.D,3372475
2404,Chuck D,3372475
14604,uglystephan,3379122
5966,JayKoppig,3379422
9239,My Anh,3379777
4579,GENJUTSU,3381313
5834,Jake Scott,3384245
11193,Russell Dickerson,3384245
3997,Endo,3391490
13196,TumaniYO,3394808
7961,MAW,3398695
9790,O Dawg,3402034
6481,KID FRESINO,3402691
285,ASH ISLAND,3402694
8793,Mert,3403687
4747,Gerry Rafferty,3405376
7812,Lucassi,3407437
14140,Zack Knight,3408045
14070,Yung Caza,3409033
12808,The Macarons Project,3412402
11779,Shi Shi,3415742
7885,Luv Resval,3417228
909,Annika Aakjær,3419438
1502,Belah,3423398
11363,SUNMI,3423853
6111,Joe L,3423901
1561,Berk Erdemanar,3424867
8094,MILES,3425644
11309,SIMONA,3426992
7371,Lasse Stefanz,3430089
9270,N!NE,3430089
4323,FiltraKing,3431398
14538,pyrokinesis,3432249
12673,Teesy,3432579
6028,Jerry Rivera,3436468
8701,Mc Pierre,3437820
11213,Rymdpojken,3438418
536,Akiva,3438620
573,Albin Johnsén,3440290
10200,Pariisin Kevät,3440316
10646,Quân A.P,3440431
11153,Roxie,3449077
11266,SCRUBB,3451579
9144,Mowgli,3452397
824,Andre Hazes,3453355
10568,Psycho Rhyme,3454096
2872,DZIARMA,3458995
14077,Yung Kayo,3459652
5555,Ingebjørg Bratland,3461385
11789,Shine Of Black,3463703
12586,Tamta,3465869
9866,Of Monsters and Men,3467658
4932,Grupo Diez 4tro,3468912
1028,Armonia 10,3468951
3227,Dick,3475260
12999,Tofu,3475260
12766,The Crypt-Kickers,3481170
14762,Папин Олимпос,3484208
9769,Nuteh Jonez,3486224
8308,MalumNator,3486738
1836,Boyat,3488226
7247,LZHYMR,3488666
12536,TYM,3492657
12772,The Doobie Brothers,3493693
4503,Friðrik Dór,3493834
1385,Balti,3493893
617,Alex Porat,3495472
13719,Whindersson Nunes,3497248
7430,Leavings-Orkesteri,3498458
10381,Phuong Ly,3501991
13093,TpZee,3503588
439,Afriikan Papi,3503588
10608,Q-Mark,3503588
10761,Rainie Yang,3504229
10954,Reyn,3506215
2539,Coyote Theory,3506980
14372,feat. ออม TELExTELEXs,3508084
10517,Pratsofficial,3508278
12650,Tayna,3508826
9968,Onur Can Özcan,3510738
8632,Maya Dadon,3512611
2181,Cash Flow,3514085
11077,Rodrigo,3515268
10044,Outsiders,3518263
14931,守夜人,3521431
9674,Nobantu Vilakazi,3522463
4150,FELIX SANDMAN,3522559
11477,Samuel,3522719
1070,Asche,3523456
295,ATC Taff,3527528
14698,Şanışer,3531803
1343,Babymoench,3536849
1212,B'z,3540153
8324,Manal,3543016
11628,Seeed,3544040
10523,Preslava,3545065
10309,Perera DJ,3552749
7951,MARF,3555127
11833,Sick Individuals,3555127
5657,Ivi Adamou,3560879
1176,Aylo,3561794
9112,Morrisson,3563087
3564,Duke Deuce,3563099
501,Aina Abdul,3567677
3908,Elli Eli,3569822
14057,Ypo,3574452
555,Alan Murin,3576075
2560,Cristian,3578310
4712,Geike,3578639
13658,Wale,3579101
11480,Samuli Heimo,3581655
2651,DEAD BLONDE,3585017
5936,Jaswinder Singh,3587304
12949,Timmy Trumpet,3588412
10360,Phil Spector,3593955
8394,Marek Ztraceny,3594553
11831,Sibel Can,3594560
6230,Jorge Serrano,3599524
4073,Estelares,3599524
25,104,3603046
1180,Aymos,3603657
12581,Tamer Ashour,3607404
14557,sakanaction,3608383
9575,Niello,3608563
7632,Lisa Ajax,3608563
4811,Giorgia,3608616
3321,Dizzy DROS,3617335
12135,Soulja Boy,3617625
11112,Ronan Keating,3619646
10790,Ramy Sabry,3624535
11048,Robin Bengtsson,3624867
11822,Shuko,3627911
6728,Kayuá,3633491
5231,Hemachandra Vedala,3637056
2528,Cosmos People,3637791
11086,Roi 6/12,3638607
9705,Nopsajalka,3643059
2646,DB Boulevard,3643933
10134,Pabi Cooper,3644615
7740,Los Retros,3645575
13563,Viva Music Publishing Inc.,3645727
6880,Killer Mike,3651458
8944,Miranda!,3654083
4029,Eric.B.Jr,3661676
6307,Judit,3663655
423,Adolphson & Falk,3665101
9405,Natalia Grosiak,3665835
4768,Ghost,3671474
4724,Gentle Bones,3672284
6838,Khel Pangilinan,3673015
5260,Herrelandsholdet,3674825
13495,Victor Sotberg,3676718
6240,Josef,3678851
11636,Sekko,3681288
1095,Aspa,3684207
11148,Rovalio,3697672
12542,Taburete,3698602
3066,David Otero,3698602
1815,Borucci,3700613
770,Amorphous,3707601
8217,Maestro,3709010
1100,Aste,3711873
9259,Märkä-Simo,3717058
13594,Văn,3722679
4244,Fat Joe,3724467
8212,Mads Langer,3726074
914,Ansel Elgort,3726948
9114,Moscow,3727161
14165,Zano,3728915
11124,Rony Fuego,3729904
8690,Mc Magrinho,3730902
8050,MC TH DA SERRA,3730902
10983,Ricky Star,3738323
4116,Eviatar Banai,3739115
2157,Carminho,3739831
10772,Rakshita Suresh,3744398
11511,Santhosh Dhayanidhi,3744398
13976,Yo Lee,3746679
3102,DeVita,3747412
12481,THE ROOP,3747965
3935,Ember Island,3748052
7005,Konfuz,3749054
10745,Ragga Oktay,3751103
6673,Kash Doll,3752647
1798,Bonny Lovy,3753195
11795,Shiraz Uppal,3754040
234,AKI,3754387
3714,Eden Meiri,3756300
7363,Lartiste,3756633
8984,MiyaGi,3757679
100,3D,3759100
12712,Terry,3759183
14184,Zecca,3761165
8856,Midel,3761165
7214,LODONI,3762037
7262,La Fiera de Ojinaga,3763669
547,Akuma,3765827
8107,MJ,3768223
11351,SSE aka HEX,3770229
14785,вышел покурить,3770718
7417,Le Thien Hieu,3774279
9012,Moffa,3774431
6263,Jotaerre,3774431
11144,Rota,3777261
5120,Han Sara,3783932
3033,Daryl Braithwaite,3784529
13335,V:RGO,3786189
5838,Jalil,3786416
4810,Gio Melody,3789788
14736,КОСМОНАВТОВ НЕТ,3790408
972,Apulanta,3794527
9847,Oathmademedoit,3796263
6911,King Khalil,3797629
13024,Tomer Yosef,3799749
6070,Jia Jia,3800430
6194,Jonas Benyoub,3801655
2754,DJ Licious,3805563
4404,ForceParkBois,3812558
10337,Petra Marklund,3813038
1482,Beats Pliz,3818062
6624,Kapten Röd,3819326
5008,Güllü,3820020
6077,Jimbo J,3825393
11076,Rodolfo Aicardi,3831856
3429,Dollypran,3834359
5018,HAECHAN,3835028
8473,Marmi,3835721
13409,Van Hegen,3836213
12985,ToNick,3836742
14547,remember.,3846804
846,André 3000,3848880
2325,ChildsPlay,3850844
13258,Tóth Andi,3851322
14482,maszaitsme,3852756
6512,KUUMAA,3853279
8016,MC Loma e As Gêmeas Lacração,3854154
13174,Trío Los Josefinos,3856488
774,Amrinder Gill,3858456
3499,Dr Zeus,3858456
14616,vividboooy,3859202
2330,Chilling Sunday,3865930
8864,Mig,3876092
3747,Egotrippi,3880099
2969,Daniela Rathana,3881273
5801,Jack - J97,3881825
1729,Blockboi Twitch,3883568
6836,Khay Be,3888061
2384,Christian Bautista,3889668
5004,Göksel,3892874
2276,Cheatz,3893200
12200,Stargate,3896269
283,ARY,3898650
8191,Madd,3899832
3843,El Waili,3900993
6582,Kalif Hardcore,3902179
14262,Zynakal,3902263
7769,Louis Theroux,3906819
3563,Duke & Jones,3906819
5694,J2LASTEU,3912065
4185,FYRE,3913883
1759,"Bobby ""Boris"" Pickett",3915807
2920,Daler Mehndi,3916519
4910,Grey256,3918524
3954,Emilie Nicolas,3919583
12107,Sonu Nigam,3920527
8189,Madcon,3920852
11571,Savv,3920876
10255,Paulina,3921232
3145,Demet Akalın,3922718
1381,Baloosh,3923412
7776,Lov1,3923474
2605,César Menotti & Fabiano,3924869
2745,DJ Kas,3928376
3229,Diddy,3930110
9888,Okean Elzy,3930721
5501,Iggy Azalea,3934056
80,2T,3936945
7692,Loredana Bertè,3939000
9133,Mouh Milano,3941708
11382,Sabaton,3942035
5879,Jan-Marten Block,3947435
14247,Zouhair Bahaoui,3949236
5568,Insomniacks,3952637
7155,LA Vision,3955339
9223,Muslim,3966331
14908,卓義峯,3967767
10823,Rasty Kilo,3968470
1030,Arne Hurlen,3971686
5333,Horkýže Slíže,3971815
2727,DJ Gimi-O,3981583
7223,LOVV66,3985850
6050,Jesy Nelson,3986634
12498,TJ_beastboy,3987709
144,7ari,3992090
2778,DJ PaCo,3993178
5128,Hande Ünsal,3996366
5028,HE/RO,4004297
309,AVAION,4004909
13991,Yonnyboii,4005468
7135,Kıraç,4008331
4847,Godface Killa,4009299
164,9umba,4010339
11942,Sjava,4010800
10668,REASON,4010800
11792,Shipra Goyal,4014056
5179,Hassan Shakosh,4014353
11763,Shekel,4016470
7873,Lupe Fiasco,4020862
9683,Noga Erez,4023482
992,Aretha Franklin,4027932
4608,GOT7,4029083
9929,Omar Apollo,4030472
12231,Stefanie Sun,4037205
5148,Haraca Kiko,4037360
13948,Yeinomercy,4039472
12432,Sıla Şahin,4040377
6768,Kempi,4042209
2675,DINERO EN EL BEAT,4048885
236,AKMU,4053217
9269,Mỹ Tâm,4060525
1223,B.I,4061123
14968,森七菜,4062362
13421,Varinder Brar,4064232
11340,SOYBAD,4064319
8201,Madhur Sharma,4066449
12671,Tee Grizzley,4067764
1754,Bob Air,4067859
12489,TIA,4070314
8467,Markul,4073061
9196,Mumuzinho,4073870
12122,Sorriso Maroto,4073870
9983,Orgi-E,4079483
7495,Leozinho ZS,4081711
8657,Mc Diouro,4081711
3533,Drika,4081711
1726,Blizzy,4085316
1692,Black Sherif,4088354
12896,Thiều Bảo Trâm,4091415
14181,Zeamsone,4093434
1184,Ayo97,4099579
14575,slowthai,4101461
8985,MiyaGi & Endspiel,4103741
9285,NCO,4103845
715,Alyn Wee,4104798
13772,Wit.,4105137
6131,Joey Yung,4107082
9802,ODT,4107428
9779,NÜ,4109470
7438,Lee Mvtthews,4109470
5922,Jason Chan,4110098
2268,Charmaine Fong,4113256
6029,Jerry Smith,4116188
1587,Beyazz,4120726
1033,Aron Can,4121103
4645,Gabrielle,4122363
1881,Bro,4122559
10780,Ramil',4123222
2052,COLLAR,4127987
12115,Sophie Chen,4133258
1652,Billy Sio,4136694
9027,Mohammed Bin Grman,4137223
12706,Terence Siufay,4138962
5612,Isac Elliot,4139272
4040,Erin,4139551
13963,Yilberking,4143543
5995,Jeetu Sharma,4145729
348,Abhilipsa Panda,4145729
1354,Badbies,4145792
11926,Sissel,4149073
9209,Muroki,4151831
535,Akim,4151963
2159,Carnage,4154936
6751,Keişan,4155049
3879,Eliades Ochoa,4155157
13372,VSTRA,4157815
3535,Drillionaire,4158236
10419,PinocchioP,4160731
11376,Saad,4166347
9819,OKAAY,4168286
3883,Elias Hurtig,4169311
9605,Nikos Vertis,4172488
6331,Julia Mikuła,4177178
8194,MadeInParis,4179648
12448,T-Shyne,4181942
6350,Julien Doré,4184393
11293,SHAUN,4186513
3013,Dardust,4186601
11720,Shakira Jasmine,4188519
12805,The Living Tombstone,4192796
11307,SIDEPIECE,4193922
1259,BELL,4195390
39,163ONMYNECK,4199126
6796,Kerim Araz,4199202
13456,Vercetti CG,4203209
5273,Highasakite,4205797
2149,Carlos Cortez,4207113
181,A-Trak,4213019
1386,BamBam,4215852
826,Andrea Bocelli,4220954
11225,Rêve,4229711
5807,Jackson Owens,4231227
10243,Paul Rey,4233344
4179,FRO,4233987
5599,Irina Rimes,4234352
1005,Arif,4234705
13753,Willem,4236035
8355,Manu Gavassi,4236907
13087,Tovaritch,4242667
147,7liwa,4243144
1391,Band Aid 30,4243623
4720,Genetikk,4244393
2389,Christina Aguilera,4246942
9440,Navaan Sandhu,4249743
3243,Diego Smith,4253067
1685,Blacflaco,4254157
9231,Musti,4263845
11034,Rob Ruha,4267033
6520,Ka Hao,4267033
9236,Mwuana,4270579
1048,Arthur Hanlon,4275939
14373,fellow fellow,4277183
1419,Barloe Team,4280156
5550,Indila,4281959
14884,にしな,4283003
9134,Mouhous,4285121
10705,RZA,4285515
5806,Jackpot Scotty Wotty,4285515
4630,GZA,4285515
2131,Cappadonna,4285515
5569,Inspectah Deck,4285515
13265,U-God,4285515
8538,Masta Killa,4285515
6668,Karthik,4287439
13254,Táo,4290507
2788,DJ RD,4291810
8019,MC MM,4291810
13501,Vidar Villa,4291969
7448,Lefa,4296060
2110,Canelita,4297224
6251,Josh.,4297969
6395,Justin Prabhakaran,4302097
12196,Standly / El Barto,4317474
1672,Bizi,4322950
5492,Idan Raichel,4324493
5892,Janice Vidal,4327833
11215,Ryn Weaver,4328762
2430,Claire Rosinkranz,4329319
8899,Miklo,4332546
1068,Asan,4333199
12940,Tim Dawn,4335111
4871,Goya Menor,4337655
9477,Nektunez,4337655
14611,venbee,4339343
2941,Dan Fable,4339343
7069,Krzysztof Zalewski,4339937
3881,Elias,4340252
955,Anys,4342323
13670,Wanitwa Mos,4345111
6333,Julia Pośnik,4351410
5251,Herbs,4354582
3051,Dave Dobbyn,4354582
12439,T Team,4357124
6641,Karen Mukupa,4359394
13288,Ulises Bueno,4359973
14645,yunusemre,4368229
14700,Şekersiz,4368229
13559,Vitor Kley,4369041
13552,Vishoko,4369276
10270,Peach PRC,4372442
3734,Efendi,4381541
3369,Dj Quick,4382869
7457,Leiva,4383269
11741,Shari,4383570
11520,Sara James,4387243
5677,J Lord,4392366
4044,Ermal Meta,4392679
7134,KęKę,4393068
1778,Boj,4394196
6233,Jorkan,4394761
974,Aqtaii,4395505
2228,Ch'cco,4402179
1245,BARBEL,4403451
1736,Blue Shade,4409314
2990,Danny Yash,4412112
10076,PAPER,4412450
460,Agsunta,4413755
10256,Pauline,4419325
5242,Henric Edström,4420601
13549,Vishal Dadlani,4436208
0,#TocoParaVos,4447121
6138,Johannes Oerding,4451255
12749,The Beatles,4454211
6477,KG,4458422
2014,CA7RIEL,4468454
7284,La Oreja de Van Gogh,4473175
4985,Guy Sebastian,4477391
4010,Enula,4480300
10329,Peter Jöback,4480435
13116,Trenches Baby,4480520
82,2TFLOW,4486353
1696,BlackHeart,4486353
9925,Olszakumpel,4489233
5484,Icy Subzero,4490134
13548,Visca,4490227
5593,Irem,4491047
8883,Mike Lennon,4493022
11125,Rooler,4493022
11897,Simone Panetti,4493022
4551,G.bit,4493022
10968,Ricardo Mollo,4493238
1029,Arne,4493892
10792,Ramzes,4493892
8499,MartinBepunkt,4494600
11748,Shaun Baker,4494600
3023,Darius & Finlay,4494600
3527,DrefQuila,4495407
6400,Justinas Jarutis,4498096
336,Abdul Hannan,4501399
6962,Kleine John,4502302
2271,Chavanté,4502302
7302,LaRose,4503875
4564,GAMPER & DADONI,4507628
1185,Ayra Starr,4507976
5113,HammAli & Navai,4508074
6672,Kase.O,4509287
359,Abrar Ul Haq,4510462
4816,Gippy Grewal,4510462
14891,ミドリーズ,4510608
13653,Waima,4520578
12170,Spårtsklubben,4521013
12810,The Mamas,4522508
1666,Birnir,4522654
3820,El Migu,4526257
13133,Tribo da Periferia,4529519
4302,Fidel Nadal,4533186
12572,Talia Mar,4537143
13386,Vaish,4537868
3125,Deepak Blue,4537868
13982,Yogi Sekar,4537868
4868,Govind Prasad,4537868
2438,Claudia Valentina,4539297
14020,Young K,4541995
5416,"Hứa Kim Tuyền, Hoàng Duyên",4542356
4231,Farik Grippa,4542596
1515,Bembe Orquesta,4542596
9645,Nivea,4544978
5147,Haqiem Rusli,4550233
762,Amir Ve Ben,4552371
2566,Crooks,4559268
14025,Young Multi,4560341
89,2nd Roof,4560581
11907,Singto Numchok,4562629
3394,Django,4568553
1629,Biggie68,4568553
9856,Ocean Alley,4570182
5808,Jackson Wang,4573408
9225,Musso,4573408
306,AUTTA,4574631
5256,Hernan y La Champion's Liga,4578693
10280,Pedro Suárez-Vértiz,4578823
13619,WENDY,4579469
1072,Aseel Hameem,4584724
10701,RYH,4586594
4856,Good Band,4588023
13579,Voyage,4588987
14328,d.ear,4589080
5699,JAEHYUN,4589080
11425,Salim Merchant,4597047
13160,Troy Miller,4597631
4901,Gregory Porter,4597631
7081,Kudos,4598857
8190,Madcum,4598857
13587,Vybz Kartel,4599461
7618,Linnea Henriksson,4599869
12930,Tierra Whack,4601709
6716,Kay Starr,4601957
262,ANI,4602887
6871,Kiki,4603233
8712,Mc Vitin Lc,4604630
14089,Yuri NR5,4609130
11177,Ruel,4611223
9352,Nahir,4613918
8070,MD$,4618180
10212,Pasi ja Anssi,4620506
12000,SlimV,4621009
9862,Odeya,4625089
14768,Райда,4627637
6519,KZ Tandingan,4628373
10802,Rapital,4631014
10018,Oskar Westerlin,4631574
8350,Manny Troublez,4631741
5168,Harris & Ford,4640909
9091,Moon,4648483
10185,Paper Planes,4648483
1536,Benjamin Hav,4654515
14106,Z.E,4656122
9556,Nicky Romero,4661739
9142,Movimiento Original,4663005
9249,Myztro,4673254
2531,Costel Biju,4676182
6034,Jesse,4680055
8412,Maria Petra,4682596
12438,T Swoop,4685191
9596,Niko Walters,4686046
3346,Dj JT Da Serra,4690131
9418,Natasja,4691726
3761,Eirian Music,4692827
7722,Los Golpes,4692827
3548,DubVision,4698141
10179,Panther Chan,4702777
9729,Nouvo,4704272
1132,Aurora,4706837
12821,The Noise,4707289
254,AMARIA BB,4708010
5638,Itay Galo,4708928
8577,Mattafix,4713298
5706,JAY1,4721893
10963,Riaan Benadé,4723015
8721,Meat Loaf,4723733
4328,Finem,4731220
4226,Farazi,4731907
3860,Electric Callboy,4733915
10172,Pandora,4735862
2768,DJ Neeh,4737175
9079,Mons,4744770
12074,Solange,4746650
4000,Endy Chow,4749905
3946,Emil Assergård,4756249
10331,Peter Manos,4761551
8846,Michał Graczyk,4776127
3100,De Vet Du,4778252
8783,Mentissa,4779923
8703,"Mc Rd, DJ K, MC Fefe Original",4783085
8020,MC MN,4783085
6867,Kiełas,4786343
3298,Dirty Heads,4787587
13779,Wohnout,4787640
11644,Selena Gomez & The Scene,4788730
9394,Nasrin Kadri,4791472
7225,LP,4794425
4876,Grace VanderWaal,4797212
5559,Ingrid Michaelson,4797212
8282,Major SPZ,4797867
4066,Espinoza Paz,4799987
8726,Medi,4802307
5354,Hriday Gattani,4815120
14549,rizza,4815998
8511,Marz23,4818644
9176,Mrozu,4819512
4596,GLK,4822262
11085,Rohff,4823375
12108,Sonus030,4823401
2730,DJ Hamida,4824189
7735,Los Nota Lokos,4833821
13249,Tyson Yoshi,4833859
3189,Destiny,4835412
4056,Escomar,4836431
11028,Rjay Ty,4839760
4095,Eva Weel Skram,4840748
10461,Poju,4842920
7192,LIAMOO,4846087
14999,許光漢,4849021
722,Amaia,4849067
383,Adan Cruz,4850498
4695,Gavin D,4857422
8391,Marcus & Martinus,4861102
4192,Fabrizio Moro,4863315
13652,Waii,4866805
12408,Synne Vo,4870426
219,AI,4871955
5441,ILOVEMAKONNEN,4878588
6167,Johnson,4879929
3043,Dato' Sri Siti Nurhaliza,4881986
1596,Bianca Ingrosso,4882489
4569,GASHI,4892115
14582,ssshhhiiittt!,4892614
9323,NORDO,4897875
2763,DJ Matrix,4900384
4835,Gli Autogol,4900384
13126,Triad,4905631
10291,Peled,4908332
12120,Soraia Ramos,4910840
2684,DJ A1,4913180
9800,OBZ,4914181
6473,KEWAN LIGGER BEATET NORMAL,4914536
12651,TaynguyenSound,4915942
12562,Takt32,4918245
10594,Pyrythekid,4919989
10234,Paul,4925235
14201,Zeppy Zep,4926467
6818,Key Glock,4926609
12804,The Limba,4932979
3466,Donna Summer,4935420
12922,Thắng,4935796
4516,Fuji Taito,4936576
14124,ZOT on the WAVE,4936576
4247,Fatah,4942487
11359,STUTS,4942636
107,3exes,4942636
12558,Takako Matsu,4942636
2519,Cor,4942872
10413,Pink,4946549
12052,Sodagreen,4946723
14011,Young Dolph,4947937
12034,Snollebollekes,4948246
3199,Dewain Whitmore,4950269
6394,Justin Mylo,4950269
8616,Max B,4952588
543,Aksel Kankaanranta,4955406
6110,Joe Janiak,4964348
10120,PS1,4968522
610,Alex Hosking,4968522
5214,Heja,4969847
8768,Melly Goeslaw,4974413
15002,赵方婧,4976081
15023,音阙诗听,4976081
1225,B.R.O,4978837
14434,jxdn,4979012
2871,DYSTINCT,4979082
4884,Grandbois,4979827
274,ARAS İdol,4990516
3849,Elai Botner,5006708
9407,Natalia Lacunza,5007884
6780,Kenndog,5010097
10718,Radical,5010808
1322,BU$HI,5014636
5516,Ilan Peled,5019897
10817,Rasmus Gozzi,5019946
13843,YB026,5023475
12373,Sushin Shyam,5025739
6003,Jelen,5026708
10876,Red Velvet - IRENE & SEULGI,5030481
14690,Đức Phúc,5033262
12965,TisaKorean,5033602
9763,Nurhana Demet,5034457
13429,Vave,5034457
12644,Taylan Kaya,5034457
3668,ETC Production,5034457
2782,DJ Pedrin,5037956
2701,DJ Breno,5037956
3350,Dj LK da Escócia,5037956
156,8blevrai,5042211
4729,Georg Stengel,5042659
1437,Basim,5045367
3154,Den svenska björnstammen,5046976
11271,SEEMEE,5049143
9843,OZworld,5052618
3109,Death Cab for Cutie,5052724
6103,Joan Sebastian,5052934
3455,Don Patricio,5056685
481,Ahmed Kamel,5068245
6990,Koen,5069206
11606,Sean Ono Lennon,5071367
12638,Taxi B,5072031
996,Ari Lasso,5073452
1367,Bagossy Brothers Company,5079256
8446,Marion Jola,5080559
14345,dutchavelli,5087019
13462,Vesala,5089572
10678,RIN9,5091092
10384,Phí Phương Anh,5091092
14701,ŠKWOR,5097222
6423,K CAMP,5103208
6410,Jérémy Frerot,5108783
2557,Criss J.,5109078
10194,Par-T-One,5113103
9052,Mom,5114027
6426,K'NAAN,5114610
14935,小阿七,5118004
11510,Santana,5120047
2374,Chris Nolan,5121318
11736,Shanti Dope,5123283
10586,Pusho,5127460
1930,Bubbi Morthens,5129267
10333,Peter Pann,5132999
8170,Mack Maine,5133296
5930,"Jaspreet Jasz , Shreya Ghoshal",5136380
14097,Yxng Le,5145811
498,Aiman JR,5146209
1205,Azzi Memo,5148142
10083,PC,5149548
3022,Dario Moreno,5149782
2146,Carla's Dreams,5152711
12127,Soto Asa,5153304
12004,Slipknot,5155594
7189,LFERDA,5155818
10017,Oskar Linnros,5156943
13305,Unge Ferrari,5157796
8621,Max Korzh,5161289
1543,Benji Gramitos,5164704
3808,El Goldo De Las Conec,5164704
1532,Benja el Menorcito,5164704
10136,Pablito Rolayork,5164704
6060,Jhon Jairo,5164704
7556,Lil Geremi,5164704
6903,Kinderen voor Kinderen,5167436
13156,Tropijazz,5167593
40,167 Gang,5168415
6018,Jereena Montemayor,5175124
1541,Benji & Fede,5176040
2537,Coyote Beatz,5180671
353,Abidoza,5182673
7513,Lexus,5183697
7745,Los Verduleros,5193142
13795,Wroobel,5195695
2069,Cairokee,5196921
2534,Costi,5198868
6044,Jessica Shy,5200642
5099,Hal,5202729
13673,Warren Hue,5204635
12149,Specktors,5208684
12900,Thomas Helmig,5209117
6554,Kaija Koo,5213390
14319,charlie moncler,5215246
14897,九澤CP,5220445
6762,Kelly Yu,5224759
12936,Tiko,5224810
9130,Motohiro Hata,5226231
13889,Yaga & Mackie,5227400
1785,Bomba KRK,5234401
13151,Tromba,5234401
11218,Rytmus,5239186
8556,Matheus,5241769
728,Amantej Hundal,5244480
218,AHTI,5249302
2217,Cem Belevi,5250964
12192,Stan Kenton,5251429
13807,XATAR,5252020
4025,Eric Church,5260776
13353,VHOOR,5263039
4146,FBC,5263039
9406,Natalia Hulejova,5263642
13039,Tone Sekelius,5271907
771,Amr Diab,5275536
5469,IVANN,5276481
13486,Victony,5277844
13988,Yomel El Meloso,5291542
13011,Tom Petty,5292179
12892,Thiaguinho,5294612
9029,Mohan Kannan,5298328
10731,Rafaga,5300751
759,Amir Dadon,5303187
3286,Diogo Piçarra,5309017
68,25,5312013
3680,Earth Patravee,5314105
9055,Momo,5314845
3904,Elle King,5318885
2212,Celine & Nadya,5319541
2455,Cliff,5326572
13938,Yden,5326572
13604,WAHL,5329789
4100,Evan Rachel Wood,5332232
2356,Choji,5334074
7555,Lil Gabi,5334074
8044,MC Ruanzin,5336660
9,(sic)boy,5342330
